Field=#~Integer~#~50|Field=Line #~String~Line #~100|Field=Name~String~Name~100|Field=Description~String~Description~100|Field=Designator~String~Designator~100|Field=Quantity~Integer~Quantity~100|Field=Manufacturer 1~String~Manufacturer 1~100|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~100|Field=Manufacturer Lifecycle 1~String~Manufacturer Lifecycle 1~100|Field=Supplier 1~String~Supplier 1~100|Field=Supplier Part Number 1~String~Supplier Part Number 1~100|Field=Supplier Unit Price 1~Float~Supplier Unit Price 1~100|Field=Supplier Subtotal 1~Float~Supplier Subtotal 1~100|Field=Manufacturer 2~String~Manufacturer 2~100|Field=Manufacturer Lifecycle 2~String~Manufacturer Lifecycle 2~100|Field=Manufacturer Part Number 2~String~Manufacturer Part Number 2~100|Field=Supplier 2~String~Supplier 2~100|Field=Supplier Currency 2~String~Supplier Currency 2~100|Field=Supplier Order Qty 2~Integer~Supplier Order Qty 2~100|Field=Supplier Part Number 2~String~Supplier Part Number 2~100|Field=Supplier Stock 1~Integer~Supplier Stock 1~100|Field=Supplier Stock 2~Integer~Supplier Stock 2~100|Field=Supplier Subtotal 2~Float~Supplier Subtotal 2~100|Field=Supplier Unit Price 2~Float~Supplier Unit Price 2~100|ReportField=Currency~<none>|ReportField=ProductionQuantity~2|ReportField=ProjectFileName~GameBoard_V1I1.PrjPcb|ReportField=ProjectFullPath~C:\Users\mbeach\Documents\Altium\Projects\Design Files\iMX6 GameBoard\V1I1\GameBoard_V1I1.PrjPcb|ReportField=Title~Bill of Materials For BOM Document [GameBoard_V1I1.BomDoc]|ReportField=ReportTime~12:49:34 AM|ReportField=ReportDate~11/3/2018|ReportField=ReportDateTime~11/3/2018 12:49:34 AM|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~Prototype|ReportField=TotalQuantity~1482|ReportField=TotalActualPrice~5761.51|ReportField=TotalTargetPrice~0|ReportField=VersionControl_RevNumber~|ReportField=VersionControl_ProjFolderRevNumber~|ReportField=ClientCompanyName~BeachBoards|ReportField=ClientContactEmail~beachm720@gmail.com|ReportField=ClientContactName~Matthew Beach|ReportField=ClientWebsite~|ReportField=Company~(c) 2018 BEACHBOARDS|ReportField=NotFitted~NF|ReportField=Project~GameBoard|ReportField=VersionRevision~V1I1|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=ConfigurationParameters~|ReportField=ConfiguratorName~|ReportField=CurrentDate~11/3/2018|ReportField=CurrentTime~12:44:06 AM|ReportField=Date~|ReportField=DocumentFullPathAndName~C:\Users\mbeach\Documents\Altium\Projects\Design Files\iMX6 GameBoard\V1I1\[01] - COVER PAGE.SchDoc|ReportField=DocumentName~[01] - COVER PAGE.SchDoc|ReportField=DocumentNumber~1|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=IsUserConfigurable~|ReportField=ModifiedDate~5/10/2018|ReportField=Organization~|ReportField=PageSetup~Record=PageOptions:CenterHorizontal=True:CenterVertical=True:PrintScale=0.52:XCorrection=1.00:YCorrection=1.00:PrintKind=1:BorderSize=5000000:LeftOffset=0:BottomOffset=0:Orientation=2:PaperLength=1000:PaperWidth=1000:Scale=100:PaperSource=4:PrintQuality=600:MediaType=1:DitherType=10:PrintScaleMode=1:PaperKind=A4:PaperIndex=9|ReportField=ProjectName~GameBoard_V1I1.PrjPcb|ReportField=Revision~|ReportField=Rule~|ReportField=SheetNumber~1|ReportField=SheetTotal~34|ReportField=Time~|ReportField=Title~|ReportField=VersionControl_ProjFolderRevNumber~|ReportField=VersionControl_RevNumber~|ReportField=DataSourceFileName~GameBoard_V1I1.BomDoc|ReportField=DataSourceFullPath~C:\Users\mbeach\Documents\Altium\Projects\Design Files\iMX6 GameBoard\V1I1\GameBoard_V1I1.BomDoc|ReportField=PCBConfigurationName~Default Configuration|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
108||M74VHC1GT126DF1G|IC BUFF CMOS LVL/SFTR N-I SOT353|U39, U40|2|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DON%2520Semiconductor%26mpn%3DM74VHC1GT126DF1G%26seller%3DDigi-Key%26sku%3DM74VHC1GT126DF1GOSCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}ON%20Semiconductor{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DON%2520Semiconductor%26mpn%3DM74VHC1GT126DF1G%26seller%3DDigi-Key%26sku%3DM74VHC1GT126DF1GOSCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}M74VHC1GT126DF1G{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DON%2520Semiconductor%26mpn%3DM74VHC1GT126DF1G%26seller%3DDigi-Key%26sku%3DM74VHC1GT126DF1GOSCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}M74VHC1GT126DF1GOSCT-ND{URL.TIP}Supplier|0.3|1.2|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|11413|||
109||SN74LVC1G17DCKR|IC BUFFER SCHMIT TRIG SC705|U17|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74LVC1G17DCKR%26seller%3DDigi-Key%26sku%3D296-11934-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74LVC1G17DCKR%26seller%3DDigi-Key%26sku%3D296-11934-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}SN74LVC1G17DCKR{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74LVC1G17DCKR%26seller%3DDigi-Key%26sku%3D296-11934-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}296-11934-1-ND{URL.TIP}Supplier|0|0|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|136813|||
110||SN74AVC4T245RGYR|IC BUS TRANSCVR 4BIT 16QFN|U23|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74AVC4T245RGYR%26seller%3DDigi-Key%26sku%3D296-18231-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74AVC4T245RGYR%26seller%3DDigi-Key%26sku%3D296-18231-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}SN74AVC4T245RGYR{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74AVC4T245RGYR%26seller%3DDigi-Key%26sku%3D296-18231-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}296-18231-1-ND{URL.TIP}Supplier|1.15|2.3|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|77814|||
111||MT41J128M16JT-125:KTR|IC DDR3 SDRAM 2GBIT 96FBGA|U2, U3, U4, U5|4|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMicron%2520Technology%26mpn%3DMT41J128M16JT-125%253AKTR%26seller%3DDigi-Key%26sku%3D557-1611-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Micron%20Technology{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMicron%2520Technology%26mpn%3DMT41J128M16JT-125%253AKTR%26seller%3DDigi-Key%26sku%3D557-1611-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}MT41J128M16JT-125:KTR{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMicron%2520Technology%26mpn%3DMT41J128M16JT-125%253AKTR%26seller%3DDigi-Key%26sku%3D557-1611-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}557-1611-1-ND{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
112||TMP101NA|IC DIGITAL TEMP SENSOR SOT23-6|U25|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DTMP101NA%252F3K%26seller%3DDigi-Key%26sku%3D296-27725-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DTMP101NA%252F3K%26seller%3DDigi-Key%26sku%3D296-27725-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}TMP101NA%2F3K{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DTMP101NA%252F3K%26seller%3DDigi-Key%26sku%3D296-27725-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}296-27725-1-ND{URL.TIP}Supplier|1.82|3.64|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|6274|||
113||BR24L02FVM-WTR|IC EEPROM 2KBIT 400KHZ 8MSOP|U22|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DRohm%26mpn%3DBR24L02FVM-WTR%26seller%3DDigi-Key%26sku%3DBR24L02FVM-WCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Rohm{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DRohm%26mpn%3DBR24L02FVM-WTR%26seller%3DDigi-Key%26sku%3DBR24L02FVM-WCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}BR24L02FVM-WTR{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DRohm%26mpn%3DBR24L02FVM-WTR%26seller%3DDigi-Key%26sku%3DBR24L02FVM-WCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}BR24L02FVM-WCT-ND{URL.TIP}Supplier|0.45|0.9|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|2926|||
114||SST26VF032B-104I/MF|IC FLASH 32MBIT|U21|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMicrochip%26mpn%3DSST26VF032B-104I%252FMF%26seller%3DDigi-Key%26sku%3DSST26VF032B-104I%252FMF-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Microchip{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMicrochip%26mpn%3DSST26VF032B-104I%252FMF%26seller%3DDigi-Key%26sku%3DSST26VF032B-104I%252FMF-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}SST26VF032B-104I%2FMF{URL.TIP}Manufacturer|New Product|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMicrochip%26mpn%3DSST26VF032B-104I%252FMF%26seller%3DDigi-Key%26sku%3DSST26VF032B-104I%252FMF-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}SST26VF032B-104I%2FMF-ND{URL.TIP}Supplier|1.73|3.46|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|94|||
115||MX30LF4G18AC-XKI|IC FLASH MEM 4GBIT NAND 63VFBGA|U47, U48, U49, U50|4|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMacronix%26mpn%3DMX30LF4G18AC-XKI%26seller%3DDigi-Key%26sku%3D1092-1167-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Macronix{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMacronix%26mpn%3DMX30LF4G18AC-XKI%26seller%3DDigi-Key%26sku%3D1092-1167-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}MX30LF4G18AC-XKI{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMacronix%26mpn%3DMX30LF4G18AC-XKI%26seller%3DDigi-Key%26sku%3D1092-1167-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}1092-1167-ND{URL.TIP}Supplier|10.41|83.28|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|5618|||
116||SN74AHC1G09DCKR|IC GATE AND 1CH 2-INP SC-70-5|U10, U13, U33, U51|4|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74AHC1G09DCKR%26seller%3DDigi-Key%26sku%3D296-29203-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74AHC1G09DCKR%26seller%3DDigi-Key%26sku%3D296-29203-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}SN74AHC1G09DCKR{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74AHC1G09DCKR%26seller%3DDigi-Key%26sku%3D296-29203-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}296-29203-1-ND{URL.TIP}Supplier|0.32|3.2|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|22006|||
117||CM2020-00TR|IC HDMI TX PORT P/I 38-TSSOP|U16|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DON%2520Semiconductor%26mpn%3DCM2020-00TR%26seller%3DDigi-Key%26sku%3DCM2020-00TROSCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}ON%20Semiconductor{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DON%2520Semiconductor%26mpn%3DCM2020-00TR%26seller%3DDigi-Key%26sku%3DCM2020-00TROSCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}CM2020-00TR{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DON%2520Semiconductor%26mpn%3DCM2020-00TR%26seller%3DDigi-Key%26sku%3DCM2020-00TROSCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}CM2020-00TROSCT-ND{URL.TIP}Supplier|0|0|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|0|||
118||TSOP38238|IC IR RCVR MOD 38KHZ DOME AXIAL|U29|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%2520Semiconductors%26mpn%3DTSOP38238%26seller%3DDigi-Key%26sku%3D751-1227-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Vishay%20Semiconductors{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%2520Semiconductors%26mpn%3DTSOP38238%26seller%3DDigi-Key%26sku%3D751-1227-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}TSOP38238{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%2520Semiconductors%26mpn%3DTSOP38238%26seller%3DDigi-Key%26sku%3D751-1227-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}751-1227-ND{URL.TIP}Supplier|1.12|2.24|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|7323|||
119||TPS61165DRVR|IC LED DRVR RGLTR DIM 1.2A 6SON|U41|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DTPS61165DRVR%26seller%3DDigi-Key%26sku%3D296-22944-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DTPS61165DRVR%26seller%3DDigi-Key%26sku%3D296-22944-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}TPS61165DRVR{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DTPS61165DRVR%26seller%3DDigi-Key%26sku%3D296-22944-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}296-22944-1-ND{URL.TIP}Supplier|1.87|3.74|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|61175|||
120||BQ25890RTWR|IC LI-ION CHARGE MGMT 24WQFN|U45|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DBQ25890RTWR%26seller%3DDigi-Key%26sku%3D296-46074-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DBQ25890RTWR%26seller%3DDigi-Key%26sku%3D296-46074-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}BQ25890RTWR{URL.TIP}Manufacturer|New Product|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DBQ25890RTWR%26seller%3DDigi-Key%26sku%3D296-46074-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}296-46074-1-ND{URL.TIP}Supplier|3.6|7.2|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DBQ25898CYFFT%26seller%3DDigi-Key%26sku%3D296-44134-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|New Product|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DBQ25898CYFFT%26seller%3DDigi-Key%26sku%3D296-44134-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}BQ25898CYFFT{URL.TIP}Manufacturer|Digi-Key|USD|2|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DBQ25898CYFFT%26seller%3DDigi-Key%26sku%3D296-44134-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}296-44134-1-ND{URL.TIP}Supplier|3675|465|7.74|3.87
121||BQ25892RTWR|IC LI-ION CHARGE MGMT 24WQFN|U46|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DBQ25892RTWR%26seller%3DDigi-Key%26sku%3D296-46075-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DBQ25892RTWR%26seller%3DDigi-Key%26sku%3D296-46075-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}BQ25892RTWR{URL.TIP}Manufacturer|New Product|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DBQ25892RTWR%26seller%3DDigi-Key%26sku%3D296-46075-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}296-46075-6-ND{URL.TIP}Supplier|3.6|7.2|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|3513|||
122||PIC18F4550-I/ML|IC MCU 8BIT 32KB FLASH 44QFN|U43|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMicrochip%26mpn%3DPIC18F4550-I%252FML%26seller%3DDigi-Key%26sku%3DPIC18F4550-I%252FML-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Microchip{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMicrochip%26mpn%3DPIC18F4550-I%252FML%26seller%3DDigi-Key%26sku%3DPIC18F4550-I%252FML-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}PIC18F4550-I%2FML{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMicrochip%26mpn%3DPIC18F4550-I%252FML%26seller%3DDigi-Key%26sku%3DPIC18F4550-I%252FML-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}PIC18F4550-I%2FML-ND{URL.TIP}Supplier|4.73|9.46|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer||||{URL}{URL.TEXT}{URL.TIP}Supplier|1246|||
123||MCIMX6Q5EYM10AC_v.ORX|IC MCU 32BIT ARM QUAD 624FCBGA|U1|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DNXP%2520Freescale%26mpn%3DMCIMX6Q5EYM10AC%26seller%3DDigi-Key%26sku%3DMCIMX6Q5EYM10AC-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}NXP%20Freescale{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DNXP%2520Freescale%26mpn%3DMCIMX6Q5EYM10AC%26seller%3DDigi-Key%26sku%3DMCIMX6Q5EYM10AC-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}MCIMX6Q5EYM10AC{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DNXP%2520Freescale%26mpn%3DMCIMX6Q5EYM10AC%26seller%3DDigi-Key%26sku%3DMCIMX6Q5EYM10AC-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}MCIMX6Q5EYM10AC-ND{URL.TIP}Supplier|57.82|115.64|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DNXP%2520Freescale%26mpn%3DMCIMX6QP5EYM1AA%26seller%3DArrow%26sku%3DMCIMX6QP5EYM1AA%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}NXP%20Freescale{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DNXP%2520Freescale%26mpn%3DMCIMX6QP5EYM1AA%26seller%3DArrow%26sku%3DMCIMX6QP5EYM1AA%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}MCIMX6QP5EYM1AA{URL.TIP}Manufacturer|Arrow|USD|2|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DNXP%2520Freescale%26mpn%3DMCIMX6QP5EYM1AA%26seller%3DArrow%26sku%3DMCIMX6QP5EYM1AA%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}MCIMX6QP5EYM1AA{URL.TIP}Supplier|606|90|127.26|63.63
